ID,FORENAME,SURNAME,GENDER,YEAR
17535,Mohamed,Jönsson,male,2010
17536,Stig,Arvidsson,male,1985
17537,Viktoria,Andreasson,female,1995
17538,Inger,Ekström,female,1958
17539,Britt-Marie,Berg,female,1992
17540,Leo,Hermansson,male,1988
17541,Sofia,Forsberg,female,1991
17542,Kerstin,Öberg,female,1950
17543,Åke,Berglund,male,1999
17544,Axel,Berggren,male,2001
17545,Jonas,Andersson,male,1991
17546,Mohamed,Olofsson,male,1962
17547,Bengt,Åkesson,male,1972
17548,Stefan,Henriksson,male,1990
17549,Siv,Holmgren,female,1957
17550,Elias,Löfgren,male,1968
17551,Mikael,Olsson,male,2020
17552,Rolf,Lindström,male,2017
17553,Ulrika,Falk,female,2010
17554,Agneta,Holm,female,1982
17555,Max,Lindström,male,2011
17556,Amanda,Lindholm,female,1982
17557,Anna,Lindberg,female,2013
17558,Kjell,Gunnarsson,male,1972
17559,Jonathan,Mattsson,male,1979
17560,Rolf,Karlsson,male,1968
17561,Viktor,Håkansson,male,1997
17562,Yvonne,Sjögren,female,1968
17563,Hugo,Bergqvist,male,2012
17564,Caroline,Åkesson,female,1960
17565,Stefan,Fransson,male,1955
17566,Lisa,Samuelsson,female,1990
17567,Carina,Karlsson,female,1961
17568,Jimmy,Bengtsson,male,1983
17569,Bengt,Viklund,male,1954
17570,Oskar,Lind,male,1980
17571,Hans,Johansson,male,1957
17572,Liam,Karlsson,male,2007
17573,Hanna,Viklund,female,2010
17574,Ann-Christin,Berglund,female,1993
17575,Ali,Nilsson,male,1968
17576,Ali,Pettersson,male,1976
17577,Christoffer,Falk,male,1955
17578,Lovisa,Ekström,female,1959
17579,Arne,Sjöberg,male,1957
17580,Annika,Isaksson,female,1978
17581,Adam,Sandberg,male,2015
17582,Jonathan,Strömberg,male,1974
17583,Rickard,Nordin,male,2009
17584,Christian,Sundberg,male,2010
17585,Therese,Bergqvist,female,1961
17586,Madeleine,Nordin,female,1997
17587,Anneli,Ahmed,female,1968
17588,Maria,Hassan,female,1955
17589,Gustav,Olsson,male,1976
17590,Johnny,Ali,male,1994
17591,Elsa,Axelsson,female,1951
17592,Matilda,Åkesson,female,2007
17593,Axel,Eriksson,male,1991
17594,Martin,Berglund,male,1989
17595,Karin,Jonsson,female,2020
17596,Ulf,Forsberg,male,1956
17597,Erika,Åkesson,female,1996
17598,Nina,Falk,female,1988
17599,Malin,Holmberg,female,1993
17600,Johan,Björklund,male,1991
17601,Agnes,Bengtsson,female,2003
17602,Sebastian,Blomqvist,male,1991
17603,Birgitta,Lind,female,2014
17604,Lena,Abrahamsson,female,1957
17605,Birgit,Ahmed,female,2013
17606,Elin,Hansson,female,1982
17607,Linda,Nyberg,female,1958
17608,Cecilia,Lindgren,female,1955
17609,Sebastian,Norberg,male,2004
17610,Katarina,Löfgren,female,1961
17611,Felicia,Jönsson,female,1996
17612,Charlotte,Viklund,female,2019
17613,Jörgen,Olsson,male,1987
17614,Johnny,Wikström,male,1993
17615,Göran,Bergman,male,1964
17616,Rolf,Axelsson,male,2001
17617,Moa,Hedlund,female,1997
17618,Madeleine,Ekström,female,1959
17619,Sebastian,Olofsson,male,1983
17620,Klara,Dahl,female,1987
17621,Caroline,Henriksson,female,1957
17622,Frida,Lundberg,female,1998
17623,Johan,Löfgren,male,1967
17624,David,Martinsson,male,1980
17625,Frida,Åkesson,female,1955
17626,Christoffer,Sandberg,male,1976
17627,Mattias,Söderberg,male,2013
17628,Christian,Jonasson,male,2020
17629,Klara,Martinsson,female,1973
17630,Matilda,Fredriksson,female,1965
17631,Anders,Sjögren,male,1986
17632,Charlotte,Andreasson,female,2014
17633,Ann-Christin,Sjöberg,female,1954
17634,Britt-Marie,Lundström,female,1950
17635,Lisa,Berg,female,1984
17636,Emelie,Lund,female,1966
17637,Linus,Bergman,male,1989
17638,Anders,Håkansson,male,1996
17639,Anneli,Olofsson,female,2007
17640,Anton,Mohamed,male,1980
17641,Jonathan,Wikström,male,1991
17642,Filip,Sjögren,male,1997
17643,Claes,Åkesson,male,1979
17644,Edvin,Henriksson,male,1972
17645,Agneta,Dahl,female,1982
17646,Stefan,Olsson,male,1960
17647,Agnes,Holmgren,female,1988
17648,Jakob,Hedlund,male,1951
17649,Malin,Fredriksson,female,2018
17650,Elsa,Mårtensson,female,2012
17651,Per,Blom,male,1954
17652,Jonas,Sjöberg,male,1970
17653,Thomas,Andersson,male,1994
17654,Annika,Mattsson,female,1952
17655,Marianne,Hedlund,female,1991
17656,Anton,Claesson,male,1970
17657,William,Svensson,male,2019
17658,Barbro,Berg,female,2014
17659,Mona,Lund,female,1967
17660,Ingrid,Jonasson,female,1992
17661,Jenny,Jonasson,female,1951
17662,Ingrid,Magnusson,female,1954
17663,Åsa,Sundberg,female,2008
17664,Ludvig,Mohamed,male,2008
17665,Gunnel,Ek,female,1976
17666,Rut,Arvidsson,female,1964
17667,Felix,Björk,male,1965
17668,Sven,Månsson,male,1978
17669,Elias,Bengtsson,male,1967
17670,Dennis,Lindqvist,male,2019
17671,Albin,Falk,male,1965
17672,Ida,Nyberg,female,1963
17673,Kjell,Mårtensson,male,1966
17674,Sofia,Berglund,female,1977
17675,John,Magnusson,male,2004
17676,Henrik,Fransson,male,2018
17677,Helen,Nilsson,female,1992
17678,Ann-Marie,Holmgren,female,1953
17679,Edvin,Jönsson,male,2013
17680,Gunnel,Svensson,female,1980
17681,Katarina,Wallin,female,1993
17682,Oliver,Mohamed,male,1966
17683,Hugo,Lindström,male,2004
17684,Fredrik,Ahmed,male,1954
17685,Ellen,Fredriksson,female,2006
17686,Andreas,Eklund,male,1970
17687,Josef,Holmgren,male,2000
17688,Ulrika,Fredriksson,female,1976
17689,John,Dahl,male,2010
17690,Pernilla,Martinsson,female,1971
17691,Gustav,Lindberg,male,2002
17692,Ann-Marie,Jakobsson,female,2004
17693,Barbro,Sjögren,female,1985
17694,Thomas,Gunnarsson,male,1969
17695,William,Lindqvist,male,1963
17696,Alexander,Ahmed,male,2010
17697,Hanna,Eliasson,female,2015
17698,Sofie,Viklund,female,1981
17699,Pontus,Claesson,male,1957
17700,Emma,Nyberg,female,1955
17701,Agneta,Strömberg,female,1976
17702,Christer,Öberg,male,1987
17703,Liam,Nordin,male,1998
17704,Agnes,Mårtensson,female,1976
17705,Kjell,Wallin,male,1987
17706,Åsa,Norberg,female,2005
17707,Peter,Samuelsson,male,1964
17708,Cecilia,Eriksson,female,2009
17709,Margareta,Nyström,female,1980
17710,Arne,Eriksson,male,2018
17711,Margareta,Martinsson,female,1972
17712,Ludvig,Sjöberg,male,1992
17713,Alexander,Sjöberg,male,2001
17714,Jonathan,Sundberg,male,1960
17715,Mohamed,Nyberg,male,1972
17716,Alva,Lundin,female,1965
17717,Klara,Lundberg,female,1951
17718,Lucas,Hassan,male,1994
17719,Rebecca,Hermansson,female,1985
17720,Isabelle,Fredriksson,female,1977
17721,Dennis,Jansson,male,2004
17722,Jan,Karlsson,male,1992
17723,Ali,Abrahamsson,male,1995
17724,Pontus,Mårtensson,male,1978
17725,Sofia,Mårtensson,female,1983
17726,Max,Ek,male,1994
17727,Emil,Fransson,male,2002
17728,Hugo,Mårtensson,male,1996
17729,Sofia,Björklund,female,1985
17730,Dennis,Fransson,male,1972
17731,Gunilla,Wallin,female,1955
17732,Olle,Lundgren,male,2015
17733,Sara,Mattsson,female,1964
17734,Linnéa,Hermansson,female,1958
17735,Olle,Dahl,male,2005
17736,Sebastian,Olsson,male,2004
17737,Lars,Lundqvist,male,2003
17738,Joakim,Danielsson,male,1952
17739,Monica,Johansson,female,1955
17740,Margareta,Falk,female,1975
17741,Åke,Lindgren,male,1967
17742,Cecilia,Forsberg,female,1955
17743,Rut,Hermansson,female,1998
17744,Ann-Marie,Berggren,female,2010
17745,Robin,Holmgren,male,1980
17746,Andreas,Forsberg,male,1990
17747,Johnny,Eklund,male,2011
17748,Camilla,Jonasson,female,1997
17749,Julia,Jonasson,female,1958
17750,Caroline,Blomqvist,female,1955
17751,Johan,Nyström,male,1964
17752,Marcus,Åkesson,male,1996
17753,Per,Hansen,male,1953
17754,Elsa,Lind,female,1960
17755,Madeleine,Löfgren,female,1965
17756,Alva,Dahl,female,1970
17757,Robin,Håkansson,male,1993
17758,Jakob,Arvidsson,male,2015
17759,Johan,Wallin,male,2017
17760,Britt,Hassan,female,1987
17761,Niklas,Fredriksson,male,2015
17762,Oskar,Samuelsson,male,2010
17763,Felix,Norberg,male,1955
17764,Rickard,Öberg,male,2005
17765,Jonathan,Bergman,male,1951
17766,Pernilla,Björk,female,1996
17767,Jörgen,Arvidsson,male,1952
17768,Thomas,Söderberg,male,1978
17769,Ann,Ek,female,1993
17770,Stefan,Blom,male,1988
17771,Birgit,Blomqvist,female,1974
17772,Wilma,Mårtensson,female,1960
17773,Robin,Pålsson,male,2016
17774,Rasmus,Lind,male,1996
17775,Håkan,Strömberg,male,1980
17776,Gunnar,Dahlberg,male,2003
17777,Katarina,Andreasson,female,1956
17778,Ingrid,Lindberg,female,1975
17779,Jan,Jonsson,male,1959
17780,Sebastian,Nordström,male,2006
17781,Fredrik,Pålsson,male,2000
17782,Jesper,Engström,male,1959
17783,Sonja,Martinsson,female,2015
17784,Stig,Lund,male,1989
17785,Carina,Lindqvist,female,2000
17786,Sonja,Bergström,female,2007
17787,Kurt,Holmgren,male,2001
17788,Olivia,Lundqvist,female,2018
17789,Margareta,Mohamed,female,1960
17790,Birgitta,Sandberg,female,1976
17791,Björn,Mohamed,male,1985
17792,Carina,Claesson,female,1989
17793,Elias,Pålsson,male,2017
17794,Katarina,Sandberg,female,2001
17795,Elisabeth,Hermansson,female,1999
17796,Jonas,Lundberg,male,2007
17797,Andreas,Holm,male,1998
17798,Emil,Norberg,male,1963
17799,Karin,Bergman,female,1998
17800,Sven,Ström,male,1988
17801,Filip,Jonasson,male,2004
17802,Eva,Larsson,female,2018
17803,Torbjörn,Mattsson,male,1964
17804,Linnéa,Gunnarsson,female,1955
17805,Dan,Lind,male,2018
17806,Mattias,Danielsson,male,1980
17807,Patrik,Hansson,male,1972
17808,Filip,Pålsson,male,1965
17809,Yvonne,Sandström,female,2018
17810,Katarina,Lind,female,2014
17811,Klara,Mårtensson,female,1974
17812,Isak,Sandström,male,2006
17813,Josef,Persson,male,1975
17814,Ludvig,Nordin,male,2006
17815,Pontus,Hansen,male,1964
17816,Joakim,Håkansson,male,1957
17817,Lina,Hedlund,female,2020
17818,Kristina,Berg,female,1954
17819,Rasmus,Norberg,male,1987
17820,William,Bergman,male,1958
17821,Roger,Arvidsson,male,1999
17822,Jonathan,Martinsson,male,2004
17823,Nina,Bengtsson,female,1954
17824,Astrid,Bergström,female,1961
17825,Agnes,Hedlund,female,1965
17826,Björn,Ali,male,2007
17827,Sebastian,Lindholm,male,1995
17828,Åke,Nilsson,male,1993
17829,Barbro,Månsson,female,1975
17830,Gunilla,Andreasson,female,1995
17831,Kerstin,Axelsson,female,2014
17832,Emilia,Pettersson,female,1980
17833,Olivia,Falk,female,1981
17834,Tommy,Strömberg,male,1964
17835,Helena,Abrahamsson,female,1956
17836,Olof,Lindberg,male,1976
17837,Anna,Fredriksson,female,1968
17838,Elin,Holmgren,female,1968
17839,Sonja,Falk,female,2009
17840,Sara,Mohamed,female,1953
17841,Alva,Sjögren,female,1955
17842,Lennart,Larsson,male,1990
17843,Lena,Jonasson,female,1960
17844,Elsa,Eliasson,female,1950
17845,Christian,Lundström,male,2012
17846,Linnéa,Hansson,female,1993
17847,William,Karlsson,male,1953
17848,Lucas,Martinsson,male,1967
17849,Erik,Lind,male,1968
17850,Elisabeth,Engström,female,2019
17851,Therese,Löfgren,female,1960
17852,Håkan,Bergman,male,1993
17853,Helena,Lundberg,female,1961
17854,Ann-Christin,Ström,female,2001
17855,Christoffer,Axelsson,male,1976
17856,Sandra,Bergström,female,1954
17857,Ellen,Sjögren,female,2008
17858,Birgitta,Lindström,female,2017
17859,Daniel,Andreasson,male,1976
17860,Emil,Sundberg,male,1962
17861,Anneli,Mohamed,female,1952
17862,Felicia,Persson,female,1976
17863,Annika,Fransson,female,2005
17864,Julia,Hansson,female,1969
17865,Robert,Holmberg,male,1962
17866,Lisbeth,Lundström,female,1988
17867,Sara,Lindholm,female,1963
17868,Samuel,Löfgren,male,1992
17869,Isabelle,Holmgren,female,1960
17870,Sara,Gustafsson,female,1981
17871,Pernilla,Lindström,female,1968
17872,Olle,Lundström,male,1953
17873,Cecilia,Andersson,female,1954
17874,Jesper,Holmgren,male,2003
17875,Lennart,Gustafsson,male,2013
17876,Johan,Fredriksson,male,1956
17877,Emma,Forsberg,female,1992
17878,Alexandra,Söderberg,female,1992
17879,Stefan,Andersson,male,1982
17880,Agneta,Isaksson,female,1974
17881,Emelie,Månsson,female,2019
17882,Susanne,Åberg,female,1969
17883,Klara,Bergqvist,female,1985
17884,Stefan,Hansen,male,2011
17885,Maja,Holmberg,female,2017
17886,Ann,Lundgren,female,2017
17887,Birgitta,Isaksson,female,2003
17888,Hugo,Lind,male,2018
17889,Håkan,Dahl,male,1999
17890,Emilia,Olsson,female,1975
17891,Niklas,Wikström,male,1986
17892,Anneli,Nordström,female,2012
17893,Sandra,Strömberg,female,1989
17894,Rolf,Sjögren,male,1975
17895,Nathalie,Berg,female,2018
17896,Sonja,Axelsson,female,2013
17897,Ulrika,Lindholm,female,2001
17898,Alva,Jönsson,female,2016
17899,Maria,Sjögren,female,1988
17900,Christian,Pålsson,male,1980
17901,Bengt,Lundström,male,2000
17902,Henrik,Lindström,male,1952
17903,Elin,Forsberg,female,1973
17904,Joakim,Svensson,male,1963
17905,John,Nyström,male,1968
17906,Karin,Jansson,female,1968
17907,Anette,Arvidsson,female,1978
17908,Lena,Wallin,female,2003
17909,Ida,Dahlberg,female,2017
17910,Axel,Bengtsson,male,1989
17911,Erik,Lindqvist,male,1997
17912,Monica,Jönsson,female,1985
17913,Göran,Hedlund,male,2004
17914,Sonja,Lundström,female,1986
17915,Leif,Hermansson,male,1958
17916,Liam,Claesson,male,2002
17917,Marcus,Lindgren,male,1995
17918,Julia,Hassan,female,1967
17919,Kerstin,Nyberg,female,1967
17920,Arne,Berglund,male,1994
17921,Yvonne,Lindberg,female,1958
17922,Felicia,Hansen,female,1958
17923,Wilma,Persson,female,1990
17924,Liam,Sundberg,male,1989
17925,Per,Berggren,male,2008
17926,Britt-Marie,Larsson,female,1998
17927,Bo,Lundin,male,1994
17928,Ann-Christin,Norberg,female,1953
17929,Dennis,Bergman,male,2007
17930,Claes,Blom,male,1965
17931,Agneta,Abrahamsson,female,2013
17932,Ann-Christin,Olsson,female,2005
17933,Emelie,Öberg,female,1970
17934,Matilda,Bergman,female,1974
17935,Björn,Karlsson,male,1968
17936,Alva,Lindgren,female,1969
17937,Ella,Hedlund,female,1985
17938,Mats,Lundin,male,1963
17939,Olof,Sandberg,male,2011
17940,Susanne,Ström,female,1981
17941,Nina,Danielsson,female,2004
17942,Pontus,Jansson,male,2015
17943,Gunilla,Hermansson,female,1990
17944,Cecilia,Löfgren,female,2006
17945,Kristina,Bergman,female,1996
17946,Julia,Dahl,female,1973
17947,Kristina,Falk,female,1985
17948,Göran,Eriksson,male,1991
17949,Birgit,Nyström,female,1961
17950,Anneli,Hansen,female,1986
17951,Emil,Wikström,male,1959
17952,Lena,Hassan,female,2015
17953,Christer,Ekström,male,1989
17954,Linn,Jansson,female,1987
17955,Eva,Lindgren,female,1965
17956,Tobias,Hansen,male,2002
17957,Rebecca,Wikström,female,2014
17958,Olof,Claesson,male,2000
17959,Christer,Larsson,male,1970
17960,Kenneth,Ekström,male,1991
17961,Margareta,Lund,female,1999
17962,Sandra,Ali,female,2019
17963,Felix,Holm,male,1962
17964,Agnes,Nyström,female,1954
17965,Julia,Eriksson,female,2018
17966,Arne,Holm,male,1974
17967,Rebecca,Jakobsson,female,1957
17968,Joel,Lindqvist,male,1993
17969,Henrik,Nyström,male,1950
17970,Monica,Berggren,female,2006
17971,Hugo,Bengtsson,male,2006
17972,Anna,Engström,female,1958
17973,Britt,Nilsson,female,1953
17974,Fredrik,Hassan,male,1963
17975,Birgitta,Håkansson,female,1951
17976,Oskar,Blom,male,1991
17977,Edvin,Norberg,male,1973
17978,Elias,Jonsson,male,1989
17979,Helen,Johansson,female,1987
17980,Camilla,Holm,female,2002
17981,Felicia,Claesson,female,1989
17982,Erik,Lundberg,male,2000
17983,Tobias,Lundqvist,male,1975
17984,Sandra,Bengtsson,female,1987
17985,Samuel,Åkesson,male,1963
17986,Sonja,Nilsson,female,1951
17987,Isak,Lind,male,1999
17988,Rolf,Engström,male,1997
17989,Margareta,Ek,female,1971
17990,Anette,Eklund,female,2010
17991,Felix,Berggren,male,2020
17992,Lisbeth,Magnusson,female,1995
17993,Hans,Holmberg,male,1961
17994,Max,Lundgren,male,1959
17995,Arne,Jakobsson,male,2007
17996,Albin,Lundberg,male,1955
17997,Jimmy,Lund,male,1978
17998,Lena,Ekström,female,2009
17999,Ludvig,Larsson,male,1978
18000,Lovisa,Olsson,female,2011
18001,Robert,Eliasson,male,2020
18002,Martin,Lindholm,male,2002
18003,Sonja,Blomqvist,female,2015
18004,Britt-Marie,Blom,female,1963
18005,Elsa,Björklund,female,1998
18006,Kevin,Björklund,male,1991
18007,Gustav,Jönsson,male,1977
18008,John,Lundin,male,2007
18009,Dennis,Mårtensson,male,2016
18010,Katarina,Månsson,female,1953
18011,Anneli,Lundqvist,female,1991
18012,Adam,Bengtsson,male,1954
18013,Kurt,Blom,male,1976
18014,Mikael,Norberg,male,1983
18015,Isak,Bergqvist,male,1962
18016,Linda,Bergqvist,female,1969
18017,Ali,Blom,male,1987
18018,Isabelle,Dahlberg,female,1987
18019,Jakob,Pålsson,male,2016
18020,Matilda,Holmberg,female,2015
18021,Linda,Hermansson,female,1976
18022,Sandra,Abrahamsson,female,1986
18023,Katarina,Holmberg,female,2015
18024,Alexander,Blomqvist,male,2013
18025,Mats,Fransson,male,1952
18026,Håkan,Isaksson,male,1988
18027,Caroline,Ekström,female,1955
18028,Siv,Fransson,female,1981
18029,Moa,Hansen,female,1965
18030,Birgitta,Arvidsson,female,2004
18031,Ulla,Eriksson,female,2016
18032,Karl,Hansen,male,2019
18033,Emil,Persson,male,1974
18034,Gunilla,Henriksson,female,1972
18035,Helena,Olsson,female,2019
18036,Joel,Dahl,male,1999
18037,Alexander,Lindberg,male,1950
18038,Jenny,Gustafsson,female,1967
18039,Maria,Andreasson,female,1972
18040,Linn,Gunnarsson,female,1984
18041,Josef,Pålsson,male,1953
18042,Kent,Holmberg,male,1962
18043,Julia,Bergström,female,1992
18044,Adam,Henriksson,male,1967
18045,Agnes,Nyberg,female,1992
18046,Malin,Jonsson,female,1982
18047,Isak,Nordström,male,1956
18048,Axel,Hellström,male,1983
18049,Agneta,Nilsson,female,1973
18050,Kent,Jonasson,male,1966
18051,Dennis,Hedlund,male,1965
18052,Katarina,Lundin,female,1998
18053,Alva,Abrahamsson,female,1965
18054,Anita,Holm,female,1958
18055,Dan,Ali,male,2007
18056,Gunilla,Eliasson,female,1957
18057,Christian,Wallin,male,1968
18058,Wilma,Pålsson,female,1953
18059,Anette,Danielsson,female,1994
18060,Ulla,Eklund,female,2002
18061,Mikael,Hermansson,male,2007
18062,Therese,Danielsson,female,1994
18063,Kjell,Karlsson,male,1984
18064,Lena,Hedlund,female,2019
18065,Marianne,Pettersson,female,1982
18066,Patrik,Lindqvist,male,2008
18067,Josef,Samuelsson,male,1989
18068,Alva,Nordström,female,1996
18069,Matilda,Ekström,female,1980
18070,Dennis,Blomqvist,male,2011
18071,Hans,Viklund,male,1985
18072,Ingrid,Holmberg,female,1986
18073,Pernilla,Berglund,female,1971
18074,Josef,Andersson,male,2007
18075,Christer,Berggren,male,1979
18076,Ingrid,Andersson,female,2011
18077,Stig,Lundgren,male,2007
18078,Åke,Claesson,male,1991
18079,Gun,Mohamed,female,1964
18080,Jessica,Isaksson,female,1954
18081,Felix,Engström,male,1974
18082,Åke,Hansen,male,2017
18083,Caroline,Lundqvist,female,1986
18084,Charlotte,Sandberg,female,1998
18085,Anneli,Berg,female,1962
18086,Ida,Gunnarsson,female,1971
18087,Edvin,Sjöberg,male,1994
18088,Maja,Ali,female,1983
18089,Sven,Bergman,male,2020
18090,Jakob,Axelsson,male,1971
18091,Tommy,Blomqvist,male,1961
18092,Linus,Holmberg,male,1989
18093,Joel,Lind,male,1991
18094,Anna,Hansson,female,2017
18095,Madeleine,Ek,female,2007
18096,Matilda,Hansen,female,2016
18097,Nils,Bergqvist,male,2011
18098,Charlotte,Danielsson,female,1967
18099,Ebba,Sandberg,female,2003
18100,Sara,Eliasson,female,1982
18101,Per,Lind,male,1982
18102,Gunilla,Blomqvist,female,1956
18103,Pia,Dahlberg,female,1990
18104,Erika,Ström,female,1985
18105,Maria,Mattsson,female,2012
18106,Maria,Lundberg,female,1985
18107,Kerstin,Andersson,female,2017
18108,Carina,Samuelsson,female,1950
18109,Sandra,Dahlberg,female,1957
18110,Marie,Berg,female,1977
18111,Kerstin,Lind,female,2017
18112,Linda,Persson,female,2006
18113,Ulla,Dahl,female,1986
18114,Frida,Karlsson,female,2011
18115,Ulf,Danielsson,male,1982
18116,Pia,Hansen,female,1971
18117,Isabelle,Hassan,female,1988
18118,Birgit,Bergqvist,female,1960
18119,Annika,Larsson,female,1971
18120,Claes,Samuelsson,male,1957
18121,Kristina,Danielsson,female,2019
18122,Jesper,Lindström,male,2011
18123,Mohamed,Fredriksson,male,2000
18124,Ellen,Martinsson,female,1960
18125,Mohamed,Holmberg,male,2020
18126,Sandra,Björklund,female,2019
18127,Jakob,Jönsson,male,1970
18128,Alva,Ali,female,2003
18129,Jan,Larsson,male,1969
18130,Josef,Wikström,male,1963
18131,Josef,Eklund,male,1966
18132,Britt,Åberg,female,1981
18133,Kerstin,Mårtensson,female,1971
18134,Ludvig,Söderberg,male,1987
18135,Sofie,Gustafsson,female,1973
18136,Niklas,Holm,male,1988
18137,Nils,Pettersson,male,1950
18138,Louise,Lindgren,female,1960
18139,Johan,Andreasson,male,1958
18140,Dan,Blom,male,2000
18141,Magnus,Sandström,male,1951
18142,Linus,Björklund,male,2010
18143,Emil,Lund,male,2001
18144,Robert,Löfgren,male,1973
18145,Liam,Falk,male,1966
18146,Axel,Claesson,male,1982
18147,Olivia,Sandberg,female,1971
18148,Johnny,Larsson,male,2014
18149,Linnéa,Ström,female,2002
18150,Rut,Jonsson,female,2010
18151,Ella,Håkansson,female,2017
18152,Thomas,Olofsson,male,1954
18153,Barbro,Lund,female,1962
18154,Kent,Viklund,male,1976
18155,Mikael,Lundgren,male,1954
18156,Christoffer,Pålsson,male,2010
18157,Anton,Holm,male,1958
18158,Maria,Holmgren,female,1953
18159,Monica,Ek,female,1985
18160,Emma,Jansson,female,1978
